DEPTH,ROP,WOB,CO2,CH4,H2S,TEMPIN,TEMPOUT,FRACT,MUDLOSS,QUARTZIT,CALCITE,PYRITE,HEMATITE,EPIDOTAL,CHLORITE,ANHYDRIT,SERICITE,PP,SPM1,SPM2,FLOWIN,FLOWOUT%,GAINLOSS,RPM,TORQUE,PITVOL,TUFFASH ,RHYOLITE,BASALT,VOLCAN,ANDESITE,DACITE,TUFFCRYS,VOLCSEDI,CHERTARG,MARL,CLAYST%,CLAY%,SILTST%,SANDST%,SAND%,MEDSAND%,CRSSAND
1563,138,2,409,0,0,115,120,0,0,0,0,1,0,0,2,0,0,1749,120,120,786,46,9,0,0,215,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1564,176,3,439,0,0,115,120,0,0,0,0,0,1,0,2,0,0,1786,120,120,786,45,9,0,0,215,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1565,106,2,454,0,0,115,120,0,0,0,0,0,0,0,2,0,0,1777,120,120,786,44,9,57,988,215,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,10,0
1566,154,2,500,0,0,115,120,0,0,0,0,1,1,0,1,0,0,1756,120,120,786,41,9,54,939,215,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,10,0
1567,87,0,500,0,0,115,120,0,0,0,0,0,0,0,2,0,0,1722,120,120,786,42,9,61,506,215,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,10,0
1568,67,2,469,0,0,115,120,0,0,0,0,0,1,0,1,0,0,1770,120,120,786,43,9,54,766,215,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,10,0
1569,200,1,439,0,0,115,120,0,0,0,0,0,0,0,2,0,0,1750,120,120,786,45,9,53,880,215,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,10,0
1570,220,2,393,0,0,115,120,0,0,0,0,1,1,0,1,0,0,1785,120,120,786,45,9,50,1438,215,0,0,0,0,0,0,0,10,0,0,0,40,0,20,10,10,10
1571,183,2,378,0,0,115,120,0,0,0,0,0,0,0,2,0,0,1749,120,120,786,45,9,52,1077,215,0,0,0,0,0,0,0,10,0,0,0,40,0,20,10,10,10
1572,171,3,378,0,0,114,119,0,0,0,0,0,0,0,1,0,0,1825,120,120,786,43,9,48,1486,215,0,0,0,0,0,0,0,10,0,0,0,40,0,20,10,10,10
1573,205,3,348,0,0,114,119,0,0,0,0,0,1,0,1,0,0,1827,120,120,786,48,9,50,1738,215,0,0,0,0,0,0,0,10,0,0,0,40,0,20,10,10,10
1574,99,1,348,0,0,112,118,0,0,0,0,1,0,0,1,0,0,1739,120,121,790,45,4,63,753,210,0,0,0,0,0,0,0,10,0,0,0,40,0,20,10,10,10
1575,114,1,318,0,0,110,117,0,0,0,0,0,0,0,1,0,0,1750,120,121,790,47,5,60,887,211,0,0,0,0,0,0,0,0,0,0,0,50,10,20,10,10,0
1576,147,1,318,0,0,110,117,0,0,0,0,0,1,0,1,0,0,1761,120,121,790,50,6,58,1020,212,0,0,0,0,0,0,0,0,0,0,0,50,10,20,10,10,0
1577,142,2,318,0,0,110,117,0,0,0,0,0,0,0,1,0,0,1766,120,121,790,45,7,58,943,212,0,0,0,0,0,0,0,0,0,0,0,50,10,20,10,10,0
1578,82,3,333,0,0,112,118,0,0,0,0,1,0,0,1,0,0,1760,120,121,790,42,7,62,1036,212,0,0,0,0,0,0,0,0,0,0,0,50,10,20,10,10,0
1579,88,0,333,0,0,112,119,0,0,0,0,0,1,0,1,0,0,1741,120,121,790,43,6,64,552,213,0,0,0,0,0,0,0,0,0,0,0,50,10,20,10,10,0
1580,100,1,333,0,0,113,119,0,0,0,0,0,0,0,1,0,0,1750,120,121,790,42,7,63,707,213,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,0,10
1581,93,0,348,0,0,112,119,0,0,0,0,0,0,0,1,0,0,1734,120,121,790,48,7,65,537,213,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,0,10
1582,96,1,318,0,0,113,119,0,0,0,0,0,1,0,2,0,0,1746,120,121,790,43,6,62,522,213,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,0,10
1583,96,1,303,0,0,114,120,0,0,0,0,1,0,0,1,0,0,1748,120,121,790,45,7,63,493,213,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,0,10
1584,89,2,333,0,0,112,120,0,0,0,0,0,1,0,2,0,0,1772,120,121,790,43,6,62,1313,213,0,0,0,0,0,0,0,0,0,0,10,50,10,10,10,0,10
1585,94,2,378,0,0,112,120,0,0,0,0,0,0,0,1,0,0,1775,120,121,790,44,6,61,1182,213,0,0,0,0,0,0,0,0,0,0,0,50,0,20,10,10,10
1586,172,1,409,0,0,111,120,0,0,0,0,0,1,0,2,0,0,1757,120,121,790,44,8,60,811,214,0,0,0,0,0,0,0,0,0,0,0,50,0,20,10,10,10
1587,198,2,424,0,0,112,121,0,0,0,0,1,1,0,2,0,0,1782,120,121,790,44,8,58,944,214,0,0,0,0,0,0,0,0,0,0,0,50,0,20,10,10,10
1588,195,2,424,0,0,110,121,0,0,0,0,0,1,0,2,0,0,1791,120,121,790,44,8,58,1174,214,0,0,0,0,0,0,0,0,0,0,0,50,0,20,10,10,10
1589,238,3,378,0,0,108,119,0,0,0,0,0,1,0,2,0,0,1823,120,121,790,46,8,55,1530,214,0,0,0,0,0,0,0,0,0,0,0,50,0,20,10,10,10
1590,198,2,378,0,0,110,121,0,0,0,0,1,1,0,2,0,0,1819,120,121,790,45,8,59,1336,214,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1591,144,0,363,0,0,111,120,0,0,0,0,0,1,0,1,0,0,1769,120,121,790,46,8,60,924,214,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1592,145,2,363,0,0,113,120,0,0,0,0,0,0,0,2,0,0,1790,120,121,790,44,9,60,1298,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1593,200,2,378,0,0,112,120,0,0,0,0,0,0,0,1,0,0,1802,120,121,790,47,9,55,1502,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1594,187,2,348,0,0,113,121,0,0,0,0,0,0,0,2,0,0,1778,120,121,790,44,9,56,962,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1595,199,1,348,0,0,113,121,0,0,0,0,1,0,0,1,0,0,1776,120,121,790,44,9,57,658,215,0,0,0,0,0,0,0,0,0,0,0,50,20,10,10,10,0
1596,196,2,348,0,0,113,121,0,0,0,0,0,0,0,1,0,0,1782,120,121,790,48,9,56,1218,215,0,0,0,0,0,0,0,0,0,0,0,50,20,10,10,10,0
1597,175,1,333,0,0,112,120,0,0,0,0,0,1,0,1,0,0,1775,120,121,790,44,9,58,1155,215,0,0,0,0,0,0,0,0,0,0,0,50,20,10,10,10,0
1598,172,2,318,0,0,112,121,0,0,0,0,0,0,0,1,0,0,1796,120,121,790,47,9,56,984,215,0,0,0,0,0,0,0,0,0,0,0,50,20,10,10,10,0
1599,153,2,333,0,0,112,119,0,0,0,0,0,0,0,1,0,0,1774,120,121,790,45,9,61,988,215,0,0,0,0,0,0,0,0,0,0,0,50,20,10,10,10,0
1600,160,2,333,0,0,112,121,0,0,0,0,1,0,0,2,0,0,1785,120,121,790,44,9,58,921,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1601,141,2,318,0,0,114,120,0,0,0,0,0,1,0,1,0,0,1768,120,121,790,44,0,62,1016,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1602,181,3,333,0,0,114,121,0,0,0,0,0,0,0,2,0,0,1792,120,121,790,43,0,59,1371,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1603,183,2,424,0,0,114,121,0,0,0,0,1,0,0,1,0,0,1791,120,121,790,44,0,59,1030,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1604,223,4,454,0,0,114,119,0,0,0,0,0,0,0,2,0,0,1860,120,121,790,47,0,50,1820,215,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1605,77,0,407,0,0,112,120,0,0,0,0,0,1,0,1,0,0,1727,120,120,786,46,5,53,519,220,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1606,72,2,407,0,0,111,119,0,0,0,0,1,0,0,2,0,0,1770,120,120,786,43,5,49,932,220,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1607,193,1,407,0,0,112,120,0,0,0,0,0,0,0,1,0,0,1780,120,120,786,44,5,47,789,220,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1608,183,1,407,0,0,110,119,0,0,0,0,0,0,0,2,0,0,1778,120,120,786,46,5,46,1115,220,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1609,204,1,407,0,0,110,119,0,0,0,0,1,1,0,1,0,0,1782,120,120,786,45,5,45,905,220,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,10
1610,207,2,407,0,0,112,119,0,0,0,0,0,0,0,2,0,0,1792,120,120,786,43,5,48,1209,220,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1611,171,3,407,0,0,112,119,0,0,0,0,0,0,0,1,0,0,1817,120,120,786,49,5,47,1532,220,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1612,178,1,407,0,0,112,120,0,0,0,0,1,0,0,2,0,0,1788,120,120,786,44,5,50,890,220,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1613,184,2,407,0,0,112,120,0,0,0,0,0,1,0,1,0,0,1797,120,120,786,43,5,48,1127,220,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1614,167,1,407,0,0,112,121,0,0,0,0,0,0,0,2,0,0,1771,120,120,786,42,6,50,865,221,0,0,0,0,0,0,0,0,0,0,10,40,10,10,10,10,10
1615,205,2,407,0,0,112,120,0,0,0,0,1,0,0,1,0,0,1797,120,120,786,41,5,48,1159,220,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1616,161,1,407,0,0,112,120,0,0,0,0,0,0,0,1,0,0,1764,120,120,786,46,6,49,971,221,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1617,137,2,407,0,0,112,120,0,0,0,0,0,0,0,1,0,0,1783,120,120,786,51,6,52,1318,221,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1618,133,2,407,0,0,114,119,0,0,0,0,0,1,0,1,0,0,1805,120,120,786,43,6,51,1238,221,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1619,110,2,407,0,0,114,121,0,0,0,0,1,0,0,1,0,0,1799,120,120,786,43,8,52,1269,223,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1620,134,1,407,0,0,114,121,0,0,0,0,0,0,0,1,0,0,1777,120,120,786,45,8,53,813,223,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1621,116,1,509,0,0,113,120,0,0,0,0,0,0,0,1,0,0,1777,120,120,786,43,8,53,1016,223,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1622,112,0,509,0,0,114,121,0,0,0,0,0,0,0,1,0,0,1757,120,120,786,43,8,55,773,223,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1623,87,2,509,0,0,114,120,0,0,0,0,0,0,0,1,0,0,1779,120,120,786,45,8,53,952,223,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1624,121,0,509,0,0,114,120,0,0,0,0,0,0,0,1,0,0,1764,120,120,786,41,8,56,688,223,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1625,149,2,509,0,0,114,121,0,0,0,0,1,1,0,1,0,0,1788,120,120,786,46,8,53,1180,223,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1626,132,1,509,0,0,114,121,0,0,0,0,0,0,0,1,0,0,1764,120,120,786,45,8,55,801,223,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1627,134,2,509,0,0,114,121,0,0,0,0,0,0,0,1,0,0,1812,120,120,786,45,8,52,1516,223,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1628,123,1,509,0,0,114,122,0,0,0,0,0,0,0,1,0,0,1777,120,120,786,45,8,55,916,223,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1629,146,3,509,0,0,114,122,0,0,0,0,0,0,0,1,0,0,1829,120,120,786,41,8,51,1635,223,0,0,0,0,0,0,0,0,0,0,10,40,20,10,10,10,0
1630,97,2,505,0,0,114,123,0,0,0,0,0,0,0,1,0,0,1787,120,120,786,42,7,53,1179,222,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1631,79,0,509,0,0,114,123,0,0,0,0,0,1,0,1,0,0,1759,120,120,786,47,7,56,613,222,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1632,71,1,509,0,0,115,123,0,0,0,0,0,0,0,1,0,0,1786,120,120,786,47,5,54,977,221,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1633,75,0,509,0,0,115,124,0,0,0,0,0,0,0,0,0,0,1755,120,120,786,48,5,57,749,221,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1634,89,1,509,0,0,115,124,0,0,0,0,0,0,0,1,0,0,1778,120,120,786,45,6,54,890,221,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,0
1635,84,0,509,0,0,115,123,0,0,0,0,0,0,0,0,0,0,1771,120,120,786,45,5,55,1021,221,0,0,0,0,0,0,0,0,0,0,20,30,10,20,10,10,0
1636,69,0,509,0,0,113,121,0,0,0,0,0,1,0,0,0,0,1744,120,120,786,50,5,65,380,221,0,0,0,0,0,0,0,0,0,0,20,30,10,20,10,10,0
1637,157,2,509,0,0,114,122,0,0,0,1,0,0,0,1,0,0,1789,120,120,786,42,5,55,1094,221,0,0,0,0,0,0,0,0,0,0,20,30,10,20,10,10,0
1638,149,3,509,0,0,114,122,0,0,0,0,0,0,0,0,0,0,1820,120,120,786,45,5,53,1295,221,0,0,0,0,0,0,0,0,0,0,20,30,10,20,10,10,0
1639,171,5,509,0,0,114,123,0,0,0,1,0,0,0,0,0,0,1862,120,120,786,42,5,51,2026,221,0,0,0,0,0,0,0,0,0,0,20,30,10,20,10,10,0
1640,148,1,509,0,0,115,122,0,0,0,0,0,1,0,0,0,0,1788,120,120,786,50,5,59,1127,221,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1641,149,2,509,0,0,114,123,0,0,0,1,0,0,0,0,0,0,1840,120,120,786,42,5,54,1353,221,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1642,178,1,509,0,0,114,123,0,0,0,1,0,1,0,0,0,0,1841,120,120,786,44,5,57,998,221,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1643,126,1,509,0,0,114,122,0,0,0,1,0,0,0,0,0,0,1825,120,120,786,43,7,58,1080,222,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1644,166,3,509,0,0,113,123,0,0,0,1,0,1,0,0,0,0,1849,120,120,786,44,7,55,1936,222,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1645,133,2,509,0,0,114,122,0,0,0,1,0,0,0,0,0,0,1823,120,120,786,45,8,62,1259,223,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1646,174,2,509,0,0,114,123,0,0,0,1,0,1,0,0,0,0,1817,120,120,786,50,8,60,1064,223,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1647,154,1,509,0,0,114,122,0,0,0,1,0,0,0,0,0,0,1787,120,120,786,45,8,63,875,223,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1648,125,2,509,0,0,114,123,0,0,0,1,0,1,0,0,0,0,1800,120,120,786,47,6,61,1056,221,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1649,129,1,509,0,0,114,122,0,0,0,1,0,0,0,0,0,0,1782,120,120,786,44,8,62,804,223,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1650,226,1,509,0,0,114,123,0,0,0,1,0,1,0,0,0,0,1781,120,120,786,45,8,63,689,223,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1651,99,1,509,0,0,115,122,0,0,0,1,0,0,0,0,0,0,1795,120,120,786,50,8,62,892,223,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1652,94,2,509,0,0,115,124,0,0,0,1,0,1,0,0,0,0,1806,120,120,786,47,8,65,895,223,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1653,106,1,509,0,0,114,124,0,0,0,1,0,0,0,0,0,0,1824,120,120,786,46,8,62,904,223,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1654,103,3,509,0,0,114,123,0,0,0,1,0,1,0,0,0,0,1853,120,120,786,48,8,58,1610,223,0,0,0,0,0,0,0,0,0,0,20,20,10,50,0,0,0
1655,112,3,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1864,120,120,786,49,8,58,1355,223,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1656,141,4,509,0,0,114,123,0,0,0,1,0,1,0,0,0,0,1895,120,120,786,45,10,53,1760,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1657,163,3,509,0,0,114,124,0,0,0,1,0,0,0,0,0,0,1879,120,120,786,46,10,56,1477,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1658,174,6,509,0,0,114,122,0,0,0,1,0,1,0,0,0,0,1949,120,120,786,44,10,47,1994,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1659,192,5,509,0,0,114,124,0,0,0,1,0,0,0,0,0,0,1973,120,120,786,43,11,49,2440,226,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1660,122,2,509,0,0,114,124,0,0,0,1,0,0,0,0,0,0,1881,120,120,786,50,10,54,1342,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1661,148,2,509,0,0,115,124,0,0,0,1,0,1,0,0,0,0,1881,120,120,786,45,10,55,1244,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1662,140,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1871,120,120,786,52,10,55,1306,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1663,148,2,509,0,0,114,124,0,0,0,1,0,0,0,0,0,0,1876,120,120,786,47,10,54,1315,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1664,153,3,509,0,0,114,124,0,0,0,1,0,1,0,0,0,0,1887,120,120,786,49,10,53,1618,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1665,129,4,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1878,120,120,786,46,8,54,1812,224,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1666,136,3,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1845,120,120,786,44,11,56,1475,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1667,156,5,505,0,0,115,124,0,0,0,1,0,1,0,0,0,0,1948,120,120,786,45,9,48,2206,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1668,112,3,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1862,120,120,786,45,10,56,1575,225,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1669,86,0,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1799,120,121,790,42,8,59,426,223,0,0,0,0,0,0,0,0,0,0,10,40,0,50,0,0,0
1670,159,3,509,0,0,116,123,0,0,0,1,0,1,0,0,0,0,1863,120,121,790,43,8,49,1432,223,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1671,151,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1885,120,121,790,47,10,52,1240,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1672,119,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1859,120,121,790,45,10,53,1210,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1673,144,3,509,0,0,115,124,0,0,0,1,0,1,0,0,0,0,1887,120,121,790,49,10,58,1515,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1674,148,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1878,120,121,790,43,10,58,1313,225,0,0,0,0,0,0,0,0,0,0,10,40,10,40,0,0,0
1675,185,3,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1930,120,121,790,42,10,56,1728,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1676,181,5,509,0,0,115,124,0,0,0,1,0,1,0,0,0,0,1968,120,121,790,43,8,54,2388,224,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1677,155,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1906,120,121,790,46,8,61,1511,224,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1678,183,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1923,120,121,790,51,8,58,1470,224,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1679,203,2,509,0,0,116,125,0,0,0,1,0,1,0,0,0,0,1930,120,121,790,42,10,58,1415,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1680,266,2,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1942,120,121,790,47,10,58,1025,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1681,207,1,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1894,120,121,790,43,10,60,1173,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1682,183,3,509,0,0,115,124,0,0,0,1,0,1,0,0,0,0,1949,120,121,790,42,10,56,1399,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1683,113,1,509,0,0,116,124,0,0,0,1,0,0,0,0,0,0,1884,120,121,790,46,10,60,1217,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1684,180,3,509,0,0,115,124,0,0,0,1,0,0,0,0,0,0,1899,120,121,790,47,10,57,1739,225,0,0,0,0,0,0,0,0,0,0,10,30,0,60,0,0,0
1685,193,5,509,0,0,115,126,0,0,0,0,0,1,0,0,0,0,1959,120,121,790,48,10,49,1808,225,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1686,156,4,509,0,0,116,124,0,0,0,1,0,0,0,0,0,0,1963,120,121,790,45,9,48,1791,224,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1687,176,4,509,0,0,116,125,0,0,0,0,0,0,0,0,0,0,1935,120,121,790,48,10,54,1917,225,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1688,172,2,509,0,0,115,124,0,0,0,0,0,1,0,0,0,0,1915,120,121,790,46,10,57,1515,225,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1689,105,2,509,0,0,116,124,0,0,0,1,0,0,0,0,0,0,1856,120,121,790,44,10,65,1243,225,0,0,0,0,0,0,0,0,0,0,20,30,10,40,0,0,0
1690,136,2,509,0,0,116,125,0,0,0,0,0,0,0,0,0,0,1844,120,121,790,42,10,63,1151,225,0,0,0,0,0,0,0,0,0,0,40,30,20,10,0,0,0
1691,114,1,509,0,0,115,126,0,0,0,0,0,0,0,0,0,0,1830,120,121,790,45,10,62,1033,225,0,0,0,0,0,0,0,0,0,0,40,30,20,10,0,0,0
1692,77,0,509,0,0,117,124,0,0,0,0,0,0,0,0,0,0,1798,120,121,790,52,10,65,573,225,0,0,0,0,0,0,0,0,0,0,40,30,20,10,0,0,0
1693,88,3,509,0,0,117,126,0,0,0,0,0,0,0,0,0,0,1881,120,121,790,45,10,55,1615,225,0,0,0,0,0,0,0,0,0,0,40,30,20,10,0,0,0
1694,77,0,509,0,0,116,124,0,0,0,0,0,0,0,0,0,0,1791,120,121,790,46,10,66,771,226,0,0,0,0,0,0,0,0,0,0,40,30,20,10,0,0,0
1695,121,1,509,0,0,117,126,0,0,0,0,0,0,0,0,0,0,1811,120,121,790,44,10,63,851,225,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1696,138,0,509,0,0,117,125,0,0,0,0,0,0,0,0,0,0,1820,120,121,790,43,10,65,738,225,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1697,100,1,509,0,0,117,126,0,0,0,0,0,0,0,0,0,0,1843,120,121,790,48,10,62,1037,225,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1698,63,2,509,0,0,117,124,0,0,0,0,0,0,0,0,0,0,1855,120,121,790,43,10,63,1187,224,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1699,68,0,509,0,0,120,124,0,0,0,0,0,0,0,0,0,0,1778,120,121,790,46,5,74,334,220,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1700,122,0,305,0,0,120,124,0,0,0,0,0,0,0,0,0,0,1795,120,121,790,48,5,61,623,220,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1701,180,2,305,0,0,121,125,0,0,0,0,0,0,0,0,0,0,1836,120,121,790,44,5,56,1222,220,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1702,164,1,305,0,0,120,124,0,0,0,0,0,0,0,0,0,0,1820,120,121,790,46,5,57,955,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1703,248,0,305,0,0,120,125,0,0,0,0,0,0,0,0,0,0,1801,120,121,790,47,5,59,442,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1704,279,1,305,0,0,121,124,0,0,0,0,0,0,0,0,0,0,1824,120,120,786,48,6,58,810,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1705,135,1,305,0,0,120,126,0,0,0,0,0,0,0,0,0,0,1834,120,121,790,48,6,56,950,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1706,97,2,305,0,0,120,126,0,0,0,0,0,0,0,0,0,0,1848,120,121,790,46,5,54,1281,220,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1707,98,1,305,0,0,121,126,0,0,0,0,0,0,0,0,0,0,1851,120,121,790,52,6,55,1104,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1708,129,2,305,0,0,120,126,0,0,0,0,0,0,0,0,0,0,1874,120,121,790,48,6,54,1249,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1709,191,2,305,0,0,121,126,0,0,0,0,0,0,0,0,0,0,1840,120,121,790,45,6,57,1148,221,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
1710,157,2,305,0,0,120,126,0,0,0,0,0,0,0,0,0,0,1852,120,121,790,49,6,54,1207,221,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0
1711,155,1,305,0,0,121,127,0,0,0,0,0,0,0,0,0,0,1829,120,121,790,46,6,57,1043,221,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0
1712,239,1,305,0,0,120,126,0,0,0,0,0,0,0,0,0,0,1881,120,121,790,48,6,54,1239,221,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0
1713,101,1,305,0,0,120,125,0,0,0,0,0,0,0,0,0,0,1850,120,121,790,44,6,57,1125,221,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0
