DEPTH,ROP,WOB,CO2,CH4,H2S,TEMPIN,TEMPOUT,FRACT,MUDLOSS,QUARTZIT,CALCITE,PYRITE,HEMATITE,EPIDOTAL,CHLORITE,ANHYDRIT,SERICITE,PP,SPM1,SPM2,FLOWIN,FLOWOUT%,GAINLOSS,RPM,TORQUE,PITVOL,TUFFASH ,RHYOLITE,BASALT,VOLCAN,ANDESITE,DACITE,TUFFCRYS,VOLCSEDI,CHERTARG,MARL,CLAYST%,CLAY%,SILTST%,SANDST%,SAND%,MEDSAND%,CRSSAND
2571,53,2,621,0,0,133,140,0,0,1,0,0,0,0,1,0,0,1973,114,114,747,43,33,57,1304,272,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2572,69,3,606,0,0,133,141,0,0,1,0,0,0,0,1,0,0,1980,114,114,747,49,33,56,1595,272,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2573,51,0,606,0,0,134,141,0,0,1,0,0,0,0,1,0,0,1927,114,114,747,42,35,61,832,274,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2574,85,2,621,0,0,133,140,0,0,1,0,0,0,0,1,0,0,1964,114,114,747,46,35,58,1257,274,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2575,65,1,636,0,0,133,140,0,0,1,0,0,0,0,1,0,0,1941,114,114,747,49,37,59,968,275,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2576,68,2,636,0,0,133,140,0,0,1,0,0,0,0,1,0,0,1949,114,114,747,42,36,60,961,275,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2577,60,2,636,0,0,134,139,0,0,1,0,0,0,0,1,0,0,1942,114,114,747,42,36,60,924,275,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2578,56,2,636,0,0,134,141,0,0,1,0,0,0,0,1,0,0,1942,114,114,747,48,36,60,869,275,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2579,49,2,636,0,0,133,138,0,0,1,0,0,0,0,1,0,0,1952,114,114,747,45,37,59,1012,275,0,0,0,0,40,0,0,0,0,0,0,30,0,0,30,0,0
2580,57,1,636,0,0,133,141,0,0,1,0,0,0,0,1,0,0,1946,114,114,747,43,37,60,931,275,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2581,53,3,636,0,0,134,141,0,0,1,0,0,0,0,1,0,0,1977,114,114,747,42,37,57,1236,275,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2582,39,4,636,0,0,133,140,0,0,1,1,0,1,0,1,0,0,1985,114,114,747,42,33,56,1437,272,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2583,30,4,636,0,0,133,140,0,0,1,0,0,0,0,1,0,0,1973,114,115,750,45,34,57,1306,272,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2584,31,3,636,0,0,133,142,0,0,1,1,0,1,0,1,0,0,1953,114,114,747,47,34,55,1375,272,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2585,32,4,621,0,0,134,141,0,0,1,0,0,0,0,1,0,0,1976,114,114,746,41,33,53,1350,272,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2586,20,2,621,0,0,133,140,0,0,1,1,0,1,0,1,0,0,1984,112,112,746,43,34,51,1324,273,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2587,40,2,621,0,0,133,140,0,0,1,0,0,0,0,1,0,0,1892,114,114,746,43,34,51,1324,272,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2588,78,9,621,0,0,133,140,0,0,1,1,0,1,0,1,0,0,2101,114,114,746,43,36,55,3219,275,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2589,36,3,621,0,0,133,141,0,0,1,0,0,0,0,1,0,0,2026,114,114,747,42,35,60,1981,274,0,0,0,0,50,0,0,0,0,0,0,30,0,0,20,0,0
2590,38,2,621,0,0,133,141,0,0,1,1,0,1,0,1,0,0,1981,114,114,747,44,35,63,1424,274,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2591,36,6,621,0,0,133,141,0,0,1,0,0,2,0,2,0,0,2009,114,114,747,45,37,61,1899,276,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2592,40,1,621,0,0,133,139,0,0,1,1,0,2,0,2,0,0,1987,114,114,747,41,38,61,1412,277,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2593,9,1,621,0,0,133,141,0,0,1,0,0,2,0,2,0,0,2076,114,114,747,44,34,42,2651,273,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2594,25,2,621,0,0,133,140,0,0,1,1,0,2,0,2,0,0,1952,114,114,747,47,37,53,1011,276,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2595,17,1,621,0,0,133,141,0,0,1,0,0,2,0,2,0,0,1948,114,114,747,44,43,54,659,282,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2596,15,2,621,0,0,134,139,0,0,1,1,0,2,0,2,0,0,1948,114,114,747,46,38,53,858,277,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2597,22,2,621,0,0,133,139,0,0,1,0,0,2,0,2,0,0,1986,114,114,747,47,36,48,1350,275,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2598,44,2,606,0,0,134,138,0,0,1,1,0,2,0,2,0,0,1991,114,114,747,45,37,48,1392,275,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2599,34,0,621,0,0,133,142,0,0,1,0,0,2,0,2,0,0,1946,114,114,747,44,41,52,1046,280,0,0,0,0,60,0,0,0,0,0,0,30,0,0,10,0,0
2600,50,6,621,0,0,134,140,0,0,1,1,0,2,0,2,0,0,2026,114,114,747,53,41,43,2039,280,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2601,56,6,636,0,0,135,142,0,0,1,1,0,2,0,2,0,0,2028,115,114,750,44,41,46,2243,280,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2602,58,6,606,0,0,136,140,0,0,1,1,0,2,0,2,0,0,2048,115,114,750,46,40,44,2526,279,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2603,53,6,590,0,0,135,142,0,0,1,1,0,2,0,2,0,0,2035,115,114,750,45,40,46,2326,279,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2604,49,2,590,0,0,134,142,0,0,1,1,0,2,0,2,0,0,1995,115,114,750,42,35,50,1775,274,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2605,43,5,590,0,0,135,142,0,0,1,1,0,2,0,2,0,0,2014,115,114,750,42,37,50,2247,275,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0
2606,82,7,590,0,0,135,142,0,0,1,1,0,2,0,2,0,0,2085,115,114,750,42,36,44,2308,275,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0
2607,74,8,590,0,0,135,142,0,0,1,1,0,2,0,2,0,0,2105,115,114,750,45,36,43,2898,275,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0
2608,99,4,590,0,0,133,141,0,0,1,1,0,2,0,2,0,0,2066,115,114,750,42,39,46,2209,277,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0
2609,114,8,560,0,0,135,141,0,0,1,1,0,2,0,2,0,0,2122,115,114,750,43,39,44,2908,278,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0
2610,94,7,545,0,0,135,142,0,0,1,1,0,2,0,2,0,0,2103,115,114,750,45,41,46,2548,280,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2611,82,6,530,0,0,135,142,0,0,1,0,0,2,0,1,0,0,2118,115,114,750,44,40,44,2731,279,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2612,105,9,484,0,0,135,142,0,0,1,0,0,2,0,1,0,0,2129,115,114,750,42,40,46,2667,279,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2613,72,8,484,0,0,134,141,0,0,1,0,0,2,0,1,0,0,2102,115,114,750,45,40,47,2610,279,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2614,68,7,484,0,0,134,142,0,0,1,0,0,2,0,1,0,0,2101,115,113,753,42,42,46,2455,281,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2615,68,8,484,0,0,135,142,0,0,1,0,0,2,0,1,0,0,2124,114,112,750,45,42,45,2602,280,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2616,89,4,484,0,0,135,142,0,0,1,0,0,2,0,1,0,0,2163,112,110,753,40,41,43,3074,279,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2617,48,3,500,0,0,134,141,0,0,1,0,0,2,0,1,0,0,2046,113,110,754,40,37,46,1425,272,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2618,38,4,515,0,0,135,142,0,0,1,0,0,2,0,1,0,0,1998,115,114,754,46,33,48,966,272,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2619,100,4,515,0,0,135,142,0,0,1,0,0,2,0,1,0,0,2010,115,114,750,42,32,44,847,270,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2620,69,3,515,0,0,134,142,0,0,1,1,0,1,0,1,0,0,2019,115,114,750,47,33,52,1428,272,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2621,53,3,500,0,0,134,142,0,0,1,0,0,1,0,1,0,0,2119,114,114,747,40,34,42,2444,273,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2622,83,5,500,0,0,133,142,0,0,1,1,0,1,0,1,0,0,2093,114,115,750,42,35,45,1885,273,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2623,74,5,500,0,0,133,141,0,0,1,0,0,1,0,1,0,0,2084,114,115,750,42,33,44,2090,272,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2624,76,2,500,0,0,134,142,0,0,1,1,0,1,0,1,0,0,2061,114,114,747,44,34,44,1991,273,0,0,0,0,70,0,0,0,0,0,0,20,0,0,10,0,0
2625,117,4,515,0,0,135,141,0,0,1,0,0,1,0,1,0,0,2062,114,114,747,45,34,46,1990,272,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2626,99,1,530,0,0,134,141,0,0,1,1,0,1,0,1,0,0,2056,114,114,747,47,35,45,1870,274,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2627,98,3,545,0,0,134,141,0,0,1,0,0,1,0,1,0,0,2088,114,114,747,50,35,42,2196,274,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2628,82,2,560,0,0,134,141,0,0,1,1,0,1,0,1,0,0,2050,114,114,747,44,35,47,1548,274,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2629,84,4,560,0,0,134,142,0,0,1,0,0,1,0,1,0,0,2063,114,114,747,45,33,46,1811,272,10,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0
2630,71,4,560,0,0,134,142,0,0,1,1,0,1,0,1,0,0,2052,114,114,747,47,33,47,1767,272,0,0,0,0,80,0,0,0,0,0,0,10,0,0,10,0,0
2631,64,5,560,0,0,133,141,0,0,1,0,0,1,0,1,0,0,2070,114,114,747,53,32,46,1800,271,0,0,0,0,80,0,0,0,0,0,0,10,0,0,10,0,0
2632,63,3,560,0,0,133,141,0,0,1,1,0,1,0,1,0,0,2037,114,114,747,48,33,48,1874,272,0,0,0,0,80,0,0,0,0,0,0,10,0,0,10,0,0
2633,73,3,560,0,0,134,142,0,0,1,0,0,1,0,1,0,0,2044,114,115,750,42,32,46,1821,271,0,0,0,0,80,0,0,0,0,0,0,10,0,0,10,0,0
2634,48,5,560,0,0,134,142,0,0,1,1,0,1,0,1,0,0,2053,114,115,750,46,30,45,1973,269,0,0,0,0,80,0,0,0,0,0,0,10,0,0,10,0,0
2635,39,3,560,0,0,135,141,0,0,1,0,0,1,0,1,0,0,2058,114,115,750,52,32,46,1805,271,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0
2636,34,1,560,0,0,134,141,0,0,1,1,0,1,0,1,0,0,2009,115,115,753,46,32,51,1341,271,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0
2637,35,1,560,0,0,136,141,0,0,1,0,0,1,0,1,0,0,1979,114,115,750,44,30,52,1130,269,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0
2638,28,1,590,0,0,135,141,0,0,1,1,0,1,0,1,0,0,1994,114,114,747,48,30,49,1519,269,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0
2639,21,1,606,0,0,135,142,0,0,1,0,0,1,0,1,0,0,1965,114,114,747,42,30,51,1113,269,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0
2640,27,1,606,0,0,135,141,0,0,1,1,0,1,0,1,0,0,1970,114,114,747,44,29,52,1073,268,10,0,0,0,50,0,20,0,0,0,0,20,0,0,0,0,0
2641,26,1,606,0,0,135,141,0,0,1,0,0,1,0,1,0,0,1975,114,114,747,41,28,51,1197,268,10,0,0,0,50,0,20,0,0,0,0,20,0,0,0,0,0
2642,35,6,590,0,0,137,142,0,0,1,0,0,1,0,1,0,0,2064,114,114,747,44,26,43,1985,265,10,0,0,0,50,0,20,0,0,0,0,20,0,0,0,0,0
2643,39,8,575,0,0,137,142,0,0,1,0,0,1,0,1,0,0,2071,114,114,747,44,25,44,2024,264,10,0,0,0,50,0,20,0,0,0,0,20,0,0,0,0,0
2644,34,6,575,0,0,136,141,0,0,1,0,0,1,0,1,0,0,2099,114,114,747,44,24,42,2199,263,10,0,0,0,50,0,20,0,0,0,0,20,0,0,0,0,0
2645,33,4,575,0,0,134,142,0,0,1,0,0,1,0,1,0,0,2083,114,114,747,42,24,43,2066,262,10,0,0,0,40,0,30,0,0,0,0,20,0,0,0,0,0
2646,37,5,590,0,0,137,142,0,0,1,0,0,1,0,1,0,0,2098,114,114,747,44,23,43,2359,262,10,0,0,0,40,0,30,0,0,0,0,20,0,0,0,0,0
2647,42,5,590,0,0,137,141,0,0,1,0,0,1,0,1,0,0,2058,114,114,747,44,12,45,1815,251,10,0,0,0,40,0,30,0,0,0,0,20,0,0,0,0,0
2648,37,2,500,0,0,133,138,0,0,1,0,0,1,0,1,0,0,2045,114,115,750,48,13,47,1037,252,10,0,0,0,40,0,30,0,0,0,0,20,0,0,0,0,0
2649,19,1,500,0,0,125,138,0,0,1,0,0,1,0,1,0,0,1954,115,114,750,44,0,52,842,239,10,0,0,0,40,0,30,0,0,0,0,20,0,0,0,0,0
2650,49,2,500,0,0,125,134,0,0,1,0,0,1,0,1,0,0,1944,115,114,750,44,-2,52,735,236,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2651,40,2,500,0,0,125,136,0,0,1,0,0,1,0,0,0,0,1977,115,114,750,44,-3,55,807,236,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2652,45,3,500,0,0,124,135,0,0,1,0,0,1,0,1,0,0,1991,115,114,750,48,-3,52,1028,236,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2653,85,4,500,0,0,124,135,0,0,1,0,0,1,0,0,0,0,1973,115,114,750,43,-2,53,1075,236,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2654,72,2,484,0,0,124,135,0,0,1,0,0,1,0,1,0,0,1979,115,114,750,50,-2,52,1052,237,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2655,73,3,469,0,0,124,134,0,0,1,0,0,1,0,0,0,0,1979,114,114,747,47,-2,53,1050,237,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2656,104,3,469,0,0,124,133,0,0,1,0,0,1,0,1,0,0,1996,114,114,747,43,-2,53,948,237,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2657,96,6,469,0,0,124,132,0,0,1,0,0,1,0,0,0,0,2011,114,114,747,45,-2,51,1298,237,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2658,82,4,454,0,0,124,133,0,0,1,0,0,1,0,1,0,0,1989,115,114,750,41,0,53,1046,239,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2659,78,4,424,0,0,126,135,0,0,1,0,0,1,0,0,0,0,2020,115,114,750,42,0,52,1110,239,20,0,0,0,0,0,60,0,0,0,0,20,0,0,0,0,0
2660,63,5,424,0,0,126,133,0,0,1,0,0,1,0,1,0,0,2002,115,114,750,47,0,52,1255,239,20,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0
2661,51,4,393,0,0,126,134,0,0,1,0,0,1,0,0,0,0,1999,115,114,750,47,0,52,1165,239,20,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0
2662,44,5,393,0,0,125,133,0,0,1,0,0,1,0,0,0,0,2001,115,114,750,41,0,51,1344,239,20,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0
2663,47,2,393,0,0,126,133,0,0,1,0,0,1,0,0,0,0,1969,115,114,750,44,0,54,852,239,20,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0
2664,38,5,393,0,0,127,134,0,0,1,0,0,1,0,0,0,0,2001,115,114,750,41,0,50,1348,239,20,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0
2665,31,3,409,0,0,126,134,0,0,1,0,0,1,0,0,0,0,1954,115,114,750,44,5,52,1050,243,10,0,20,0,40,0,10,0,0,0,0,10,0,0,10,0,0
2666,29,3,409,0,0,127,133,0,0,1,0,0,1,0,0,0,0,1956,115,114,750,40,6,53,1004,245,10,0,20,0,40,0,10,0,0,0,0,10,0,0,10,0,0
2667,23,4,454,0,0,126,133,0,0,1,0,0,1,0,0,0,0,1964,115,114,750,40,6,51,1248,245,10,0,20,0,40,0,10,0,0,0,0,10,0,0,10,0,0
2668,33,5,454,0,0,126,133,0,0,1,0,0,1,0,0,0,0,1991,114,114,747,40,6,49,1584,245,10,0,20,0,40,0,10,0,0,0,0,10,0,0,10,0,0
2669,31,4,454,0,0,126,133,0,0,1,0,0,1,0,0,0,0,1971,114,114,747,41,2,51,1265,241,10,0,20,0,40,0,10,0,0,0,0,10,0,0,10,0,0
2670,31,6,500,0,0,126,132,0,0,1,0,0,1,0,0,0,0,1997,114,114,747,40,3,47,1827,242,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2671,19,6,530,0,0,126,133,0,0,1,1,0,1,0,0,0,0,1971,114,114,747,46,3,50,1505,242,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2672,21,6,575,0,0,126,132,0,0,1,1,1,1,0,1,0,0,1979,114,114,747,40,8,48,1693,246,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2673,22,8,621,0,0,125,133,0,0,1,1,0,1,0,0,0,0,2036,114,115,750,42,5,47,1639,245,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2674,19,7,621,0,0,126,132,0,0,1,1,1,1,0,1,0,0,2008,114,114,747,47,4,48,1902,244,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2675,21,6,636,0,0,125,132,0,0,1,1,0,1,0,0,0,0,1992,114,114,747,42,4,47,1595,244,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2676,19,7,666,0,0,126,131,0,0,1,1,1,1,0,1,0,0,2008,114,114,747,41,6,46,1753,245,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2677,20,6,712,0,0,125,130,0,0,1,1,0,1,0,0,0,0,1980,114,114,747,43,8,48,1675,246,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2678,23,3,712,0,0,124,128,0,0,1,1,1,1,0,1,0,0,1969,113,111,750,41,9,50,1418,248,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2679,16,3,742,0,0,121,127,0,0,1,1,0,1,0,0,0,0,1984,113,111,746,41,8,49,1050,249,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2680,15,2,742,0,0,120,128,0,0,1,1,1,1,0,1,0,0,1923,113,111,750,42,12,42,776,250,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2681,36,2,712,0,0,120,127,0,0,1,1,0,1,0,0,0,0,1907,112,114,747,41,8,52,870,246,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2682,73,7,666,0,0,120,126,0,0,1,1,1,1,0,1,0,0,1936,114,114,747,46,9,47,1517,248,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2683,38,7,666,0,0,119,127,0,0,1,1,0,1,0,0,0,0,1940,114,114,747,45,9,46,1744,248,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2684,39,6,666,0,0,120,126,0,0,1,1,1,1,0,1,0,0,1928,114,114,747,43,9,46,1554,248,0,0,40,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2685,44,6,636,0,0,120,126,0,0,1,1,0,1,0,0,0,0,1905,115,114,750,41,11,48,1501,249,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2686,34,6,681,0,0,120,126,0,0,1,1,1,1,0,1,0,0,1898,115,114,750,44,9,47,1560,248,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2687,7,2,666,0,0,119,124,0,0,1,1,0,1,0,0,0,0,679,0,120,393,25,10,51,931,249,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2688,5,1,590,0,0,118,124,0,0,1,1,1,1,0,1,0,0,658,0,120,393,26,8,53,781,247,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2689,5,6,606,0,0,115,122,0,0,1,1,0,1,0,0,0,0,723,0,120,393,25,14,48,1371,253,10,0,30,0,40,0,0,0,0,0,0,10,0,0,10,0,0
2690,4,6,590,0,0,114,122,0,0,1,1,1,1,0,1,0,0,1926,115,116,757,43,15,50,1121,254,0,40,10,0,30,0,0,0,0,0,0,10,0,0,10,0,0
2691,27,5,545,0,0,113,122,0,0,1,0,0,1,0,0,0,0,1967,116,116,760,38,13,51,1511,252,0,40,10,0,30,0,0,0,0,0,0,10,0,0,10,0,0
2692,30,5,515,0,0,113,121,0,0,1,1,0,1,0,1,0,0,1938,116,116,760,40,13,51,1530,251,0,40,10,0,30,0,0,0,0,0,0,10,0,0,10,0,0
2693,10,1,515,0,0,114,117,0,0,1,0,0,1,0,0,0,0,637,0,115,377,26,15,54,1154,254,0,40,10,0,30,0,0,0,0,0,0,10,0,0,10,0,0
2694,5,2,515,0,0,112,117,0,0,1,1,0,1,0,1,0,0,632,0,115,377,25,15,55,1049,254,0,40,10,0,30,0,0,0,0,0,0,10,0,0,10,0,0
2695,15,1,454,0,0,110,117,0,0,1,0,0,1,0,0,0,0,625,0,115,377,24,17,55,997,256,10,40,10,0,30,0,0,0,0,0,0,10,0,0,0,0,0
2696,14,3,424,0,0,112,117,0,0,1,1,0,1,0,1,0,0,636,0,115,377,25,17,53,1168,256,10,40,10,0,30,0,0,0,0,0,0,10,0,0,0,0,0
2697,17,2,409,0,0,110,117,0,0,1,0,0,1,0,0,0,0,623,0,115,377,26,19,55,1003,258,10,40,10,0,30,0,0,0,0,0,0,10,0,0,0,0,0
2698,13,1,439,0,0,108,117,0,0,1,1,0,1,0,1,0,0,612,0,115,377,24,19,55,848,258,10,40,10,0,30,0,0,0,0,0,0,10,0,0,0,0,0
2699,11,4,454,0,0,109,116,0,0,1,0,0,1,0,0,0,0,669,0,115,377,25,20,51,1504,259,10,40,10,0,30,0,0,0,0,0,0,10,0,0,0,0,0
2700,34,10,454,0,0,110,117,0,0,1,1,0,1,0,1,0,0,759,0,115,377,25,19,45,2246,258,0,70,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0
2701,8,3,530,0,0,110,117,0,0,1,1,0,1,0,1,0,0,738,0,116,377,37,16,54,1202,255,0,70,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0
2702,15,4,575,0,0,110,117,0,0,1,0,0,1,0,1,0,0,679,0,116,380,22,14,51,1589,253,0,70,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0
2703,22,3,621,0,0,110,115,0,0,1,0,0,1,0,1,0,0,645,0,116,380,23,13,53,1383,252,0,70,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0
2704,15,4,606,0,0,109,116,0,0,1,1,0,1,0,1,0,0,669,0,116,380,24,11,52,1437,250,0,70,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0
2705,9,4,590,0,0,110,119,0,0,1,0,0,1,0,1,0,0,661,0,116,380,23,11,53,1267,250,10,60,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0
2706,7,3,606,0,0,108,118,0,0,1,0,0,1,0,1,0,0,640,0,116,380,22,8,56,1130,247,10,60,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0
2707,6,3,621,0,0,109,120,0,0,1,1,0,1,0,1,0,0,650,0,116,380,23,0,55,1155,239,10,60,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0
2708,6,3,666,0,0,108,121,0,0,1,0,0,1,0,1,0,0,646,0,116,380,29,-3,55,1121,237,10,60,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0
2709,5,3,666,0,0,106,117,0,0,1,0,0,1,0,1,0,0,649,0,116,380,25,-6,54,1227,233,10,60,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0
2710,8,2,651,0,0,108,112,0,0,1,1,0,1,0,1,0,0,628,0,116,380,24,-6,55,1118,233,0,80,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
2711,2,0,651,0,0,106,112,0,0,1,1,0,3,0,0,0,0,621,0,116,380,23,-15,53,762,224,0,80,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
2712,6,2,666,0,0,106,110,0,0,1,0,0,3,0,1,0,0,621,0,116,380,24,-18,53,791,221,0,80,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
2713,2,4,666,0,0,102,110,0,0,1,0,0,3,0,0,0,0,663,0,116,380,26,-12,51,1183,227,0,80,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
2714,4,2,666,0,0,102,108,0,0,1,1,0,3,0,1,0,0,1936,115,114,750,41,-4,52,982,235,0,80,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
2715,7,7,666,0,0,101,110,0,0,1,0,0,3,0,0,0,0,2004,114,114,747,40,-1,47,1507,237,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2716,34,7,621,0,0,100,110,0,0,1,0,0,3,0,1,0,0,1992,114,114,747,43,0,48,1494,239,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2717,34,6,606,0,0,100,111,0,0,1,1,0,3,0,0,0,0,2002,114,114,747,42,0,47,1559,239,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2718,31,6,590,0,0,102,110,0,0,1,0,0,3,0,1,0,0,2004,114,114,747,39,2,47,1782,240,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2719,45,4,545,0,0,101,111,0,0,1,0,0,3,0,0,0,0,1984,114,114,747,44,2,53,1774,240,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2720,41,6,560,0,0,101,111,0,0,1,1,0,3,0,1,0,0,1992,114,114,747,39,7,44,1775,246,0,80,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
2721,42,2,636,0,0,102,112,0,0,1,1,0,1,0,1,0,0,1952,114,114,747,38,8,52,1151,246,0,80,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
